Date,AAPL,AMZN,GOOGL,MSFT,TSLA,NVDA,META
5/28/2024,$189.99 ,$182.15 ,$176.40 ,$430.32 ,$176.75 ,$113.90 ,$479.92 
5/24/2024,$189.98 ,$180.75 ,$174.99 ,$430.16 ,$179.24 ,$106.47 ,$478.22 
5/23/2024,$186.88 ,$181.05 ,$173.55 ,$427.00 ,$173.74 ,$103.80 ,$465.78 
5/22/2024,$190.90 ,$183.13 ,$176.38 ,$430.52 ,$180.11 ,$94.95 ,$467.78 
5/21/2024,$192.35 ,$183.15 ,$177.85 ,$429.04 ,$186.60 ,$95.39 ,$464.63 
5/20/2024,$191.04 ,$183.54 ,$176.92 ,$425.34 ,$174.95 ,$94.78 ,$468.84 
5/17/2024,$189.87 ,$184.70 ,$176.06 ,$420.21 ,$177.46 ,$92.48 ,$471.91 
5/16/2024,$189.84 ,$183.63 ,$174.18 ,$420.99 ,$174.84 ,$94.36 ,$473.23 
5/15/2024,$189.72 ,$185.99 ,$172.51 ,$423.08 ,$173.99 ,$94.63 ,$481.54 
5/14/2024,$187.43 ,$187.07 ,$170.34 ,$416.56 ,$177.55 ,$91.36 ,$471.85 
5/13/2024,$186.28 ,$186.57 ,$169.14 ,$413.72 ,$171.89 ,$90.40 ,$468.01 
5/10/2024,$183.05 ,$187.48 ,$168.65 ,$414.74 ,$168.47 ,$89.88 ,$476.20 
5/9/2024,$184.57 ,$189.50 ,$169.96 ,$412.32 ,$171.97 ,$88.75 ,$475.42 
5/8/2024,$182.74 ,$188.00 ,$169.38 ,$410.54 ,$174.72 ,$90.41 ,$472.60 
5/7/2024,$182.40 ,$188.76 ,$171.25 ,$409.34 ,$177.81 ,$90.55 ,$468.24 
5/6/2024,$181.71 ,$188.70 ,$168.10 ,$413.54 ,$184.76 ,$92.14 ,$465.68 
5/3/2024,$183.38 ,$186.21 ,$167.24 ,$406.66 ,$181.19 ,$88.79 ,$451.96 
5/2/2024,$173.03 ,$184.72 ,$166.62 ,$397.84 ,$180.01 ,$85.82 ,$441.68 
5/1/2024,$169.30 ,$179.00 ,$163.86 ,$394.94 ,$179.99 ,$83.04 ,$439.19 
4/30/2024,$170.33 ,$175.00 ,$162.78 ,$389.33 ,$183.28 ,$86.40 ,$430.17 
4/29/2024,$173.50 ,$180.96 ,$166.15 ,$402.25 ,$194.05 ,$87.76 ,$432.62 
4/26/2024,$169.30 ,$179.62 ,$171.95 ,$406.32 ,$168.29 ,$87.74 ,$443.29 
4/25/2024,$169.89 ,$173.67 ,$156.00 ,$399.04 ,$170.18 ,$82.63 ,$441.38 
4/24/2024,$169.02 ,$176.59 ,$159.13 ,$409.06 ,$162.13 ,$79.68 ,$493.50 
4/23/2024,$166.90 ,$179.54 ,$158.26 ,$407.57 ,$144.68 ,$82.42 ,$496.10 
4/22/2024,$165.84 ,$177.23 ,$156.28 ,$400.96 ,$142.05 ,$79.52 ,$481.73 
4/19/2024,$165.00 ,$174.63 ,$154.09 ,$399.12 ,$147.05 ,$76.20 ,$481.07 
4/18/2024,$167.04 ,$179.22 ,$156.01 ,$404.27 ,$149.93 ,$84.67 ,$501.80 
4/17/2024,$168.00 ,$181.28 ,$155.47 ,$411.84 ,$155.45 ,$84.04 ,$494.17 
4/16/2024,$169.38 ,$183.32 ,$154.40 ,$414.58 ,$157.11 ,$87.42 ,$499.76 
4/15/2024,$172.69 ,$183.62 ,$154.86 ,$413.64 ,$161.48 ,$86.00 ,$500.23 
4/12/2024,$176.55 ,$186.13 ,$157.73 ,$421.90 ,$171.05 ,$88.19 ,$511.90 
4/11/2024,$175.04 ,$189.05 ,$159.41 ,$427.93 ,$174.60 ,$90.62 ,$523.16 
4/10/2024,$167.78 ,$185.95 ,$156.14 ,$423.26 ,$171.76 ,$87.04 ,$519.83 
4/9/2024,$169.67 ,$185.67 ,$156.60 ,$426.28 ,$176.88 ,$85.35 ,$516.90 
4/8/2024,$168.45 ,$185.19 ,$154.85 ,$424.59 ,$172.98 ,$87.13 ,$519.25 
4/5/2024,$169.58 ,$185.07 ,$152.50 ,$425.52 ,$164.90 ,$88.01 ,$527.34 
4/4/2024,$168.82 ,$180.00 ,$150.53 ,$417.88 ,$171.11 ,$85.91 ,$510.92 
4/3/2024,$169.65 ,$182.41 ,$154.92 ,$420.45 ,$168.38 ,$88.96 ,$506.74 
4/2/2024,$168.84 ,$180.69 ,$154.56 ,$421.44 ,$166.63 ,$89.45 ,$497.37 
4/1/2024,$170.03 ,$180.97 ,$155.49 ,$424.57 ,$175.22 ,$90.36 ,$491.35 
3/28/2024,$171.48 ,$180.38 ,$150.93 ,$420.72 ,$175.79 ,$90.36 ,$485.58 
3/27/2024,$173.31 ,$179.83 ,$150.87 ,$421.43 ,$179.83 ,$90.25 ,$493.86 
3/26/2024,$169.71 ,$178.30 ,$150.67 ,$421.65 ,$177.67 ,$92.56 ,$495.89 
3/25/2024,$170.85 ,$179.71 ,$150.07 ,$422.86 ,$172.63 ,$95.00 ,$503.02 
3/22/2024,$172.28 ,$178.87 ,$150.77 ,$428.74 ,$170.83 ,$94.29 ,$509.58 
3/21/2024,$171.37 ,$178.15 ,$147.60 ,$429.37 ,$172.82 ,$91.44 ,$507.76 
3/20/2024,$178.67 ,$178.15 ,$148.74 ,$425.23 ,$175.66 ,$90.37 ,$505.52 
3/19/2024,$176.08 ,$175.90 ,$147.03 ,$421.41 ,$171.32 ,$89.40 ,$496.24 
3/18/2024,$173.72 ,$174.48 ,$147.68 ,$417.32 ,$173.80 ,$88.46 ,$496.98 
3/15/2024,$172.62 ,$174.42 ,$141.18 ,$416.42 ,$163.57 ,$87.84 ,$484.10 
3/14/2024,$173.00 ,$178.75 ,$143.10 ,$425.22 ,$162.50 ,$87.94 ,$491.83 
3/13/2024,$171.13 ,$176.56 ,$139.79 ,$415.10 ,$169.48 ,$90.89 ,$495.57 
3/12/2024,$173.23 ,$175.39 ,$138.50 ,$415.28 ,$177.54 ,$91.91 ,$499.75 
3/11/2024,$172.75 ,$171.96 ,$137.67 ,$404.52 ,$177.77 ,$85.77 ,$483.59 
3/8/2024,$170.73 ,$175.35 ,$135.41 ,$406.22 ,$175.34 ,$87.53 ,$505.95 
3/7/2024,$169.00 ,$176.82 ,$134.38 ,$409.14 ,$178.65 ,$92.67 ,$512.19 
3/6/2024,$169.12 ,$173.51 ,$131.40 ,$402.09 ,$176.54 ,$88.70 ,$496.09 
3/5/2024,$170.12 ,$174.12 ,$132.67 ,$402.65 ,$180.74 ,$85.96 ,$490.22 
3/4/2024,$175.10 ,$177.58 ,$133.35 ,$414.92 ,$188.14 ,$85.24 ,$498.19 
3/1/2024,$179.66 ,$178.22 ,$137.14 ,$415.50 ,$202.64 ,$82.28 ,$502.30 
2/29/2024,$180.75 ,$176.76 ,$138.46 ,$413.64 ,$201.88 ,$79.11 ,$490.13 
2/28/2024,$181.42 ,$173.16 ,$136.38 ,$407.72 ,$202.04 ,$77.66 ,$484.02 
2/27/2024,$182.63 ,$173.54 ,$138.88 ,$407.48 ,$199.73 ,$78.70 ,$487.05 
2/26/2024,$181.16 ,$174.73 ,$137.57 ,$407.54 ,$199.40 ,$79.09 ,$481.74 
2/23/2024,$182.52 ,$174.99 ,$143.96 ,$410.34 ,$191.97 ,$78.82 ,$484.03 
2/22/2024,$184.37 ,$174.58 ,$144.09 ,$411.65 ,$197.41 ,$78.54 ,$486.13 
2/21/2024,$182.32 ,$168.59 ,$142.55 ,$402.18 ,$194.77 ,$67.47 ,$468.03 
2/20/2024,$181.56 ,$167.08 ,$141.12 ,$402.79 ,$193.76 ,$69.45 ,$471.75 
2/16/2024,$182.31 ,$169.51 ,$140.52 ,$404.06 ,$199.95 ,$72.61 ,$473.32 
2/15/2024,$183.86 ,$169.80 ,$142.77 ,$406.56 ,$200.45 ,$72.66 ,$484.03 
2/14/2024,$184.15 ,$170.98 ,$145.94 ,$409.49 ,$188.71 ,$73.90 ,$473.28 
2/13/2024,$185.04 ,$168.64 ,$145.14 ,$406.32 ,$184.02 ,$72.13 ,$460.12 
2/12/2024,$187.15 ,$172.34 ,$147.53 ,$415.26 ,$188.13 ,$72.25 ,$468.90 
2/9/2024,$188.85 ,$174.45 ,$149.00 ,$420.55 ,$193.57 ,$72.13 ,$468.11 
2/8/2024,$188.32 ,$169.84 ,$145.91 ,$414.11 ,$189.56 ,$69.64 ,$470.00 
2/7/2024,$189.41 ,$170.53 ,$145.54 ,$414.05 ,$187.58 ,$70.10 ,$469.59 
2/6/2024,$189.30 ,$169.15 ,$144.10 ,$405.49 ,$185.10 ,$68.22 ,$454.72 
2/5/2024,$187.68 ,$170.31 ,$143.68 ,$405.65 ,$181.06 ,$69.33 ,$459.41 
2/2/2024,$185.85 ,$171.81 ,$142.38 ,$411.22 ,$187.91 ,$66.16 ,$474.99 
2/1/2024,$186.86 ,$159.28 ,$141.16 ,$403.78 ,$188.86 ,$63.03 ,$394.78 
1/31/2024,$184.40 ,$155.20 ,$140.10 ,$397.58 ,$187.29 ,$61.53 ,$390.14 
1/30/2024,$188.04 ,$159.00 ,$151.46 ,$408.59 ,$191.59 ,$62.77 ,$400.06 
1/29/2024,$191.73 ,$161.26 ,$153.51 ,$409.72 ,$190.93 ,$62.47 ,$401.02 
1/26/2024,$192.42 ,$159.12 ,$152.19 ,$403.93 ,$183.25 ,$61.03 ,$394.14 
1/25/2024,$194.17 ,$157.75 ,$151.87 ,$404.87 ,$182.63 ,$61.62 ,$393.18 
1/24/2024,$194.50 ,$156.87 ,$148.70 ,$402.56 ,$207.83 ,$61.36 ,$390.70 
1/23/2024,$195.18 ,$156.02 ,$147.04 ,$398.90 ,$209.14 ,$59.87 ,$385.20 
1/22/2024,$193.89 ,$154.78 ,$145.99 ,$396.51 ,$208.80 ,$59.65 ,$381.78 
1/19/2024,$191.56 ,$155.34 ,$146.38 ,$398.67 ,$212.19 ,$59.49 ,$383.45 
1/18/2024,$188.63 ,$153.50 ,$143.48 ,$393.87 ,$211.88 ,$57.11 ,$376.13 
1/17/2024,$182.68 ,$151.71 ,$141.47 ,$389.47 ,$215.55 ,$56.05 ,$368.37 
1/16/2024,$183.63 ,$153.16 ,$142.49 ,$390.27 ,$219.91 ,$56.38 ,$367.46 
1/12/2024,$185.92 ,$154.62 ,$142.65 ,$388.47 ,$218.89 ,$54.71 ,$374.49 
1/11/2024,$185.59 ,$155.18 ,$142.08 ,$384.63 ,$227.22 ,$54.82 ,$369.67 
1/10/2024,$186.19 ,$153.73 ,$142.28 ,$382.77 ,$233.94 ,$54.35 ,$370.47 
1/9/2024,$185.14 ,$151.37 ,$140.95 ,$375.79 ,$234.96 ,$53.14 ,$357.43 
1/8/2024,$185.56 ,$149.10 ,$138.84 ,$374.69 ,$240.45 ,$52.25 ,$358.66 
1/5/2024,$181.18 ,$145.24 ,$135.73 ,$367.75 ,$237.49 ,$49.10 ,$351.95 
1/4/2024,$181.91 ,$144.57 ,$136.39 ,$367.94 ,$237.93 ,$48.00 ,$347.12 
1/3/2024,$184.25 ,$148.47 ,$138.92 ,$370.60 ,$238.45 ,$47.57 ,$344.47 
1/2/2024,$185.64 ,$149.93 ,$138.17 ,$370.87 ,$248.42 ,$48.17 ,$346.29 
12/29/2023,$192.53 ,$151.94 ,$139.69 ,$376.04 ,$248.48 ,$49.52 ,$353.96 
12/28/2023,$193.58 ,$153.38 ,$140.23 ,$375.28 ,$253.18 ,$49.52 ,$358.32 
12/27/2023,$193.15 ,$153.34 ,$140.37 ,$374.07 ,$261.44 ,$49.42 ,$357.83 
12/26/2023,$193.05 ,$153.41 ,$141.52 ,$374.66 ,$256.61 ,$49.28 ,$354.83 
12/22/2023,$193.60 ,$153.42 ,$141.49 ,$374.58 ,$252.54 ,$48.83 ,$353.39 
12/21/2023,$194.68 ,$153.84 ,$140.42 ,$373.54 ,$254.50 ,$48.99 ,$354.09 
12/20/2023,$194.83 ,$152.12 ,$138.34 ,$370.62 ,$247.14 ,$48.11 ,$349.28 
12/19/2023,$196.94 ,$153.79 ,$136.65 ,$373.26 ,$257.22 ,$49.60 ,$350.36 
12/18/2023,$195.89 ,$154.07 ,$135.80 ,$372.65 ,$252.08 ,$50.08 ,$344.62 
12/15/2023,$197.57 ,$149.97 ,$132.60 ,$370.73 ,$253.50 ,$48.89 ,$334.92 
12/14/2023,$198.11 ,$147.42 ,$131.94 ,$365.93 ,$251.05 ,$48.35 ,$333.17 
12/13/2023,$197.96 ,$148.84 ,$132.57 ,$374.37 ,$239.29 ,$48.09 ,$334.74 
12/12/2023,$194.71 ,$147.48 ,$132.52 ,$374.38 ,$237.01 ,$47.66 ,$334.22 
12/11/2023,$193.18 ,$145.89 ,$133.29 ,$371.30 ,$239.74 ,$46.63 ,$325.28 
12/8/2023,$195.71 ,$147.42 ,$134.99 ,$374.23 ,$243.84 ,$47.51 ,$332.75 
12/7/2023,$194.27 ,$146.88 ,$136.93 ,$370.95 ,$242.64 ,$46.60 ,$326.59 
12/6/2023,$192.32 ,$144.52 ,$130.02 ,$368.80 ,$239.37 ,$45.50 ,$317.45 
12/5/2023,$193.42 ,$146.88 ,$130.99 ,$372.52 ,$238.72 ,$46.57 ,$318.29 
12/4/2023,$189.43 ,$144.84 ,$129.27 ,$369.14 ,$235.58 ,$45.51 ,$320.02 
12/1/2023,$191.24 ,$147.03 ,$131.86 ,$374.51 ,$238.83 ,$46.77 ,$324.82 
11/30/2023,$189.95 ,$146.09 ,$132.53 ,$378.91 ,$240.08 ,$46.77 ,$327.15 
11/29/2023,$189.37 ,$146.32 ,$134.99 ,$378.85 ,$244.14 ,$48.14 ,$332.20 
11/28/2023,$190.40 ,$147.03 ,$137.20 ,$382.70 ,$246.72 ,$47.82 ,$338.99 
11/27/2023,$189.79 ,$147.73 ,$136.41 ,$378.61 ,$236.08 ,$48.24 ,$334.70 
11/24/2023,$189.97 ,$146.74 ,$136.69 ,$377.43 ,$235.45 ,$47.78 ,$338.23 
11/22/2023,$191.31 ,$146.71 ,$138.49 ,$377.85 ,$234.21 ,$48.72 ,$341.49 
11/21/2023,$190.64 ,$143.90 ,$136.97 ,$373.07 ,$241.20 ,$49.94 ,$336.98 
11/20/2023,$191.45 ,$146.13 ,$136.25 ,$377.44 ,$235.60 ,$50.41 ,$339.97 
11/17/2023,$189.69 ,$145.18 ,$135.31 ,$369.85 ,$234.30 ,$49.30 ,$335.04 
11/16/2023,$189.71 ,$142.83 ,$136.93 ,$376.17 ,$233.59 ,$49.48 ,$334.19 
11/15/2023,$188.01 ,$143.20 ,$134.62 ,$369.67 ,$242.84 ,$48.89 ,$332.71 
11/14/2023,$187.44 ,$145.80 ,$133.62 ,$370.27 ,$237.41 ,$49.66 ,$336.31 
11/13/2023,$184.80 ,$142.59 ,$132.09 ,$366.68 ,$223.71 ,$48.62 ,$329.19 
11/10/2023,$186.40 ,$143.56 ,$132.59 ,$369.67 ,$214.65 ,$48.34 ,$328.77 
11/9/2023,$182.41 ,$140.60 ,$130.24 ,$360.69 ,$209.98 ,$46.95 ,$320.55 
11/8/2023,$182.89 ,$142.08 ,$131.84 ,$363.20 ,$222.11 ,$46.57 ,$319.78 
11/7/2023,$181.82 ,$142.71 ,$130.97 ,$360.53 ,$222.18 ,$45.96 ,$318.82 
11/6/2023,$179.23 ,$139.74 ,$130.25 ,$356.53 ,$219.27 ,$45.75 ,$315.80 
11/3/2023,$176.65 ,$138.60 ,$129.10 ,$352.80 ,$219.96 ,$45.01 ,$314.60 
11/2/2023,$177.57 ,$138.07 ,$127.49 ,$348.32 ,$218.51 ,$43.51 ,$310.87 
11/1/2023,$173.97 ,$137.00 ,$126.45 ,$346.07 ,$205.66 ,$42.33 ,$311.85 
10/31/2023,$170.77 ,$133.09 ,$124.08 ,$338.11 ,$200.84 ,$40.78 ,$301.27 
10/30/2023,$170.29 ,$132.71 ,$124.46 ,$337.31 ,$197.36 ,$41.16 ,$302.66 
10/27/2023,$168.22 ,$127.74 ,$122.17 ,$329.81 ,$207.30 ,$40.50 ,$296.73 
10/26/2023,$166.89 ,$119.57 ,$122.28 ,$327.89 ,$205.76 ,$40.33 ,$288.35 
10/25/2023,$171.10 ,$121.39 ,$125.61 ,$340.67 ,$212.42 ,$41.78 ,$299.53 
10/24/2023,$173.44 ,$128.56 ,$138.81 ,$330.53 ,$216.52 ,$43.66 ,$312.55 
10/23/2023,$173.00 ,$126.56 ,$136.50 ,$329.32 ,$212.08 ,$42.98 ,$314.01 
10/20/2023,$172.88 ,$125.17 ,$135.60 ,$326.67 ,$211.99 ,$41.39 ,$308.65 
10/19/2023,$175.46 ,$128.40 ,$137.75 ,$331.32 ,$220.11 ,$42.10 ,$312.81 
10/18/2023,$175.84 ,$128.13 ,$137.96 ,$330.11 ,$242.68 ,$42.20 ,$316.97 
10/17/2023,$177.15 ,$131.47 ,$139.72 ,$332.06 ,$254.85 ,$43.94 ,$324.00 
10/16/2023,$178.72 ,$132.55 ,$139.10 ,$332.64 ,$253.92 ,$46.10 ,$321.15 
10/13/2023,$178.85 ,$129.79 ,$137.36 ,$327.73 ,$251.12 ,$45.46 ,$314.69 
10/12/2023,$180.71 ,$132.33 ,$138.97 ,$331.16 ,$258.87 ,$46.95 ,$324.16 
10/11/2023,$179.80 ,$131.83 ,$140.55 ,$332.42 ,$262.99 ,$46.81 ,$327.82 
10/10/2023,$178.39 ,$129.48 ,$138.06 ,$328.39 ,$263.62 ,$45.80 ,$321.84 
10/9/2023,$178.99 ,$128.26 ,$138.42 ,$329.82 ,$259.67 ,$45.27 ,$318.36 
10/6/2023,$177.49 ,$127.96 ,$137.58 ,$327.26 ,$260.53 ,$45.76 ,$315.43 
10/5/2023,$174.91 ,$125.96 ,$135.07 ,$319.36 ,$260.05 ,$44.69 ,$304.79 
10/4/2023,$173.66 ,$127.00 ,$135.24 ,$318.96 ,$261.16 ,$44.04 ,$305.58 
10/3/2023,$172.40 ,$124.72 ,$132.43 ,$313.39 ,$246.53 ,$43.52 ,$300.94 
10/2/2023,$173.75 ,$129.46 ,$134.17 ,$321.80 ,$251.60 ,$44.78 ,$306.82 
9/29/2023,$171.21 ,$127.12 ,$130.86 ,$315.75 ,$250.22 ,$43.50 ,$300.21 
9/28/2023,$170.69 ,$125.98 ,$132.31 ,$313.64 ,$246.38 ,$43.09 ,$303.96 
9/27/2023,$170.43 ,$125.98 ,$130.54 ,$312.79 ,$240.50 ,$42.47 ,$297.74 
9/26/2023,$171.96 ,$125.98 ,$128.57 ,$312.14 ,$244.12 ,$41.91 ,$298.96 
9/25/2023,$176.08 ,$131.27 ,$131.11 ,$317.54 ,$246.99 ,$42.22 ,$300.83 
9/22/2023,$174.79 ,$129.12 ,$130.25 ,$317.01 ,$244.88 ,$41.61 ,$299.08 
9/21/2023,$173.93 ,$129.33 ,$130.44 ,$319.53 ,$255.70 ,$41.02 ,$295.73 
9/20/2023,$175.49 ,$135.29 ,$133.74 ,$320.77 ,$262.59 ,$42.24 ,$299.67 
9/19/2023,$179.07 ,$137.63 ,$138.04 ,$328.65 ,$266.50 ,$43.52 ,$305.07 
9/18/2023,$177.97 ,$139.98 ,$138.21 ,$329.06 ,$265.28 ,$43.97 ,$302.55 
9/15/2023,$175.01 ,$140.39 ,$137.40 ,$330.22 ,$274.39 ,$43.90 ,$300.31 
9/14/2023,$175.74 ,$144.72 ,$138.10 ,$338.70 ,$276.04 ,$45.58 ,$311.72 
9/13/2023,$174.21 ,$144.85 ,$136.71 ,$336.06 ,$271.30 ,$45.49 ,$305.06 
9/12/2023,$176.30 ,$141.23 ,$135.34 ,$331.77 ,$267.48 ,$44.87 ,$301.66 
9/11/2023,$179.36 ,$143.10 ,$136.92 ,$337.94 ,$273.58 ,$45.18 ,$307.56 
9/8/2023,$178.18 ,$138.23 ,$136.38 ,$334.27 ,$248.50 ,$45.57 ,$297.89 
9/7/2023,$177.56 ,$137.85 ,$135.26 ,$329.91 ,$251.49 ,$46.24 ,$298.67 
9/6/2023,$182.91 ,$135.36 ,$134.46 ,$332.88 ,$251.92 ,$47.06 ,$299.17 
9/5/2023,$189.70 ,$137.27 ,$135.77 ,$333.55 ,$256.49 ,$48.55 ,$300.15 
9/1/2023,$189.46 ,$138.12 ,$135.66 ,$328.66 ,$245.01 ,$48.51 ,$296.38 
8/31/2023,$187.87 ,$138.01 ,$136.17 ,$327.76 ,$258.08 ,$49.36 ,$295.89 
8/30/2023,$187.65 ,$135.07 ,$135.88 ,$328.79 ,$256.90 ,$49.26 ,$295.10 
8/29/2023,$184.12 ,$134.91 ,$134.57 ,$328.41 ,$257.18 ,$48.78 ,$297.99 
8/28/2023,$180.19 ,$133.14 ,$131.01 ,$323.70 ,$238.82 ,$46.84 ,$290.26 
8/25/2023,$178.61 ,$133.26 ,$129.88 ,$322.98 ,$238.59 ,$46.02 ,$285.50 
8/24/2023,$176.38 ,$131.84 ,$129.78 ,$319.97 ,$230.04 ,$47.16 ,$286.75 
8/23/2023,$181.12 ,$135.52 ,$132.37 ,$327.00 ,$236.86 ,$47.12 ,$294.24 
8/22/2023,$177.23 ,$134.25 ,$129.08 ,$322.46 ,$233.19 ,$45.67 ,$287.60 
8/21/2023,$175.84 ,$134.68 ,$128.37 ,$321.88 ,$231.28 ,$46.97 ,$289.90 
8/18/2023,$174.49 ,$133.22 ,$127.46 ,$316.48 ,$215.49 ,$43.30 ,$283.25 
8/17/2023,$174.00 ,$133.98 ,$129.92 ,$316.88 ,$219.22 ,$43.34 ,$285.09 
8/16/2023,$176.57 ,$135.07 ,$128.70 ,$320.40 ,$225.60 ,$43.49 ,$294.29 
8/15/2023,$177.45 ,$137.67 ,$129.78 ,$321.86 ,$232.96 ,$43.94 ,$301.95 
8/14/2023,$179.46 ,$140.57 ,$131.33 ,$324.04 ,$239.76 ,$43.75 ,$306.19 
8/11/2023,$177.79 ,$138.41 ,$129.56 ,$321.01 ,$242.65 ,$40.86 ,$301.64 
8/10/2023,$177.97 ,$138.56 ,$129.69 ,$322.93 ,$245.34 ,$42.39 ,$305.74 
8/9/2023,$178.19 ,$137.85 ,$129.66 ,$322.23 ,$242.19 ,$42.55 ,$305.21 
8/8/2023,$179.80 ,$139.94 ,$131.40 ,$326.05 ,$249.70 ,$44.66 ,$312.64 
8/7/2023,$178.85 ,$142.22 ,$131.53 ,$330.11 ,$251.45 ,$45.42 ,$316.56 
8/4/2023,$181.99 ,$139.57 ,$128.11 ,$327.78 ,$253.86 ,$44.68 ,$310.73 
8/3/2023,$191.17 ,$128.91 ,$128.45 ,$326.66 ,$259.32 ,$44.52 ,$313.19 
8/2/2023,$192.58 ,$128.21 ,$128.38 ,$327.50 ,$254.11 ,$44.27 ,$314.31 
8/1/2023,$195.61 ,$131.69 ,$131.55 ,$336.34 ,$261.07 ,$46.51 ,$322.71 
7/31/2023,$196.45 ,$133.68 ,$132.72 ,$335.92 ,$267.43 ,$46.73 ,$318.60 
7/28/2023,$195.83 ,$132.21 ,$132.58 ,$338.37 ,$266.44 ,$46.75 ,$325.48 
7/27/2023,$193.22 ,$128.25 ,$129.40 ,$330.72 ,$255.71 ,$45.90 ,$311.71 
7/26/2023,$194.50 ,$128.15 ,$129.27 ,$337.77 ,$264.35 ,$45.45 ,$298.57 
7/25/2023,$193.62 ,$129.13 ,$122.21 ,$350.98 ,$265.28 ,$45.68 ,$294.47 
7/24/2023,$192.75 ,$128.80 ,$121.53 ,$345.11 ,$269.06 ,$44.61 ,$291.61 
7/21/2023,$191.94 ,$130.00 ,$120.02 ,$343.77 ,$260.02 ,$44.31 ,$294.26 
7/20/2023,$193.13 ,$129.96 ,$119.20 ,$346.87 ,$262.90 ,$45.52 ,$302.52 
7/19/2023,$195.10 ,$135.36 ,$122.03 ,$355.08 ,$291.26 ,$47.08 ,$316.01 
7/18/2023,$193.73 ,$132.83 ,$123.76 ,$359.49 ,$293.34 ,$47.49 ,$312.05 
7/17/2023,$193.99 ,$133.56 ,$124.65 ,$345.73 ,$290.38 ,$46.46 ,$310.62 
7/14/2023,$190.69 ,$134.68 ,$125.42 ,$345.24 ,$281.38 ,$45.47 ,$308.87 
7/13/2023,$190.54 ,$134.30 ,$124.54 ,$342.66 ,$277.90 ,$45.98 ,$313.41 
7/12/2023,$189.77 ,$130.80 ,$118.93 ,$337.20 ,$271.99 ,$43.90 ,$309.34 
7/11/2023,$188.08 ,$128.78 ,$117.14 ,$332.47 ,$269.79 ,$42.41 ,$298.29 
7/10/2023,$188.61 ,$127.13 ,$116.45 ,$331.83 ,$269.61 ,$42.18 ,$294.10 
7/7/2023,$190.68 ,$129.78 ,$119.48 ,$337.22 ,$274.43 ,$42.50 ,$290.53 
7/6/2023,$191.81 ,$128.36 ,$120.11 ,$341.27 ,$276.54 ,$42.10 ,$291.99 
7/5/2023,$191.33 ,$130.38 ,$121.75 ,$338.15 ,$282.48 ,$42.32 ,$294.37 
7/3/2023,$192.46 ,$130.22 ,$119.90 ,$337.99 ,$279.82 ,$42.41 ,$286.02 
6/30/2023,$193.97 ,$130.36 ,$119.70 ,$340.54 ,$261.77 ,$42.30 ,$286.98 
6/29/2023,$189.59 ,$127.90 ,$119.10 ,$335.05 ,$257.50 ,$40.82 ,$281.53 
6/28/2023,$189.25 ,$129.04 ,$120.18 ,$335.85 ,$256.24 ,$41.12 ,$285.29 
6/27/2023,$188.06 ,$129.18 ,$118.33 ,$334.57 ,$250.21 ,$41.88 ,$287.05 
6/26/2023,$185.27 ,$127.33 ,$118.34 ,$328.60 ,$241.05 ,$40.63 ,$278.47 
6/23/2023,$186.68 ,$129.33 ,$122.34 ,$335.02 ,$256.60 ,$42.21 ,$288.73 
6/22/2023,$187.00 ,$130.15 ,$123.15 ,$339.71 ,$264.61 ,$43.03 ,$284.88 
6/21/2023,$183.96 ,$124.83 ,$120.55 ,$333.56 ,$259.46 ,$43.05 ,$281.64 
6/20/2023,$185.01 ,$125.78 ,$123.10 ,$338.05 ,$274.45 ,$43.81 ,$284.33 
6/16/2023,$184.92 ,$125.49 ,$123.53 ,$342.33 ,$260.54 ,$42.69 ,$281.00 
6/15/2023,$186.01 ,$127.11 ,$125.09 ,$348.10 ,$255.90 ,$42.65 ,$281.83 
6/14/2023,$183.95 ,$126.42 ,$123.67 ,$337.34 ,$256.79 ,$43.00 ,$273.35 
6/13/2023,$183.31 ,$126.66 ,$123.83 ,$334.29 ,$258.71 ,$41.02 ,$271.32 
6/12/2023,$183.79 ,$126.57 ,$123.64 ,$331.85 ,$249.83 ,$39.48 ,$271.05 
6/9/2023,$180.96 ,$123.43 ,$122.23 ,$326.79 ,$244.40 ,$38.77 ,$264.95 
6/8/2023,$180.57 ,$124.25 ,$122.14 ,$325.26 ,$234.86 ,$38.51 ,$264.58 
6/7/2023,$177.82 ,$121.23 ,$122.50 ,$323.38 ,$224.57 ,$37.48 ,$263.60 
6/6/2023,$179.21 ,$126.61 ,$127.31 ,$333.68 ,$221.31 ,$38.65 ,$271.12 
6/5/2023,$179.58 ,$125.30 ,$126.01 ,$335.94 ,$217.61 ,$39.17 ,$271.39 
6/2/2023,$180.95 ,$124.25 ,$124.67 ,$335.40 ,$213.97 ,$39.33 ,$272.61 
6/1/2023,$180.09 ,$122.77 ,$123.72 ,$332.58 ,$207.52 ,$39.77 ,$272.61 
5/31/2023,$177.25 ,$120.58 ,$122.87 ,$328.39 ,$203.93 ,$37.83 ,$264.72 
5/30/2023,$177.30 ,$121.66 ,$123.67 ,$331.21 ,$201.16 ,$40.11 ,$262.52 
5/26/2023,$175.43 ,$120.11 ,$124.61 ,$332.89 ,$193.17 ,$38.95 ,$262.04 
5/25/2023,$172.99 ,$115.00 ,$123.48 ,$325.92 ,$184.47 ,$37.98 ,$252.69 
