Date,cumulative_return
2023-03-21,3.016782239954922
2023-03-22,3.0399016947760638
2023-03-23,3.116912820052695
2023-03-24,3.0743263968508785
2023-03-27,3.0471326256212525
2023-03-28,3.032364551619709
2023-03-29,3.0979066177122774
2023-03-30,3.1421463467509816
2023-03-31,3.193986151406788
2023-04-03,3.207622751783887
2023-04-04,3.1514165038579924
2023-04-05,3.085581933218199
2023-04-06,3.1028762149642546
2023-04-10,3.156390202625157
2023-04-11,3.113947446142481
2023-04-12,3.0393459767139164
2023-04-13,3.0439501554969866
2023-04-14,3.0744705812728124
2023-04-17,3.100893582473875
2023-04-18,3.1703933203873897
2023-04-19,3.196184438919263
2023-04-20,3.096790243753302
2023-04-21,3.0988448937521427
2023-04-24,3.088996334525348
2023-04-25,3.0029353865578536
2023-04-26,3.072962125941294
2023-04-27,3.110396594128094
2023-04-28,3.168744471437057
2023-05-01,3.287399374829018
2023-05-02,3.2127102108446826
2023-05-03,3.1693711894957297
2023-05-04,3.1433010555660754
2023-05-05,3.2737841010231383
2023-05-08,3.3238348472411494
2023-05-09,3.2599696760029775
2023-05-10,3.2944974536700573
2023-05-11,3.2651615486158816
2023-05-12,3.2360747086523123
2023-05-15,3.2977945320332145
2023-05-16,3.3248852996030918
2023-05-17,3.4316425043361005
2023-05-18,3.5916067620271503
2023-05-19,3.5509134720303788
2023-05-22,3.5482585648361935
2023-05-23,3.4925036010649055
2023-05-24,3.475182685652766
2023-05-25,4.24819878288927
2023-05-26,4.357738188337511
2023-05-30,4.485188845922905
2023-05-31,4.255409343281282
2023-06-01,4.4604373432229245
2023-06-02,4.421935317006577
2023-06-05,4.406735517526418
2023-06-06,4.355895675932263
2023-06-07,4.236596509698843
2023-06-08,4.3534015530429775
2023-06-09,4.387436729323335
2023-06-12,4.467841627071784
2023-06-13,4.631995278096575
2023-06-14,4.835032830526479
2023-06-15,4.801338160854746
2023-06-16,4.807341930050571
2023-06-20,4.93213986357719
2023-06-21,4.842463049721775
2023-06-22,4.848210755080081
2023-06-23,4.758040521761535
2023-06-26,4.582986188753612
2023-06-27,4.721569514848704
2023-06-28,4.649476388066587
2023-06-29,4.619904272633086
2023-06-30,4.780798725834411
2023-07-03,4.802880454351868
2023-07-05,4.793912065278281
2023-07-06,4.76796744453813
2023-07-07,4.806368006717967
2023-07-10,4.7675056713419215
2023-07-11,4.7906063214680445
2023-07-12,4.947528356896775
2023-07-13,5.166081566650617
2023-07-14,5.116614777044474
2023-07-17,5.228854081411845
2023-07-18,5.336068863495544
2023-07-19,5.2946115417343815
2023-07-20,5.112351798549954
2023-07-21,4.984877508765802
2023-07-24,5.0233404756547655
2023-07-25,5.131471658000985
2023-07-26,5.108455485726005
2023-07-27,5.146357197061113
2023-07-28,5.244976208338111
2023-07-31,5.24453372153919
2023-08-01,5.216113853728919
2023-08-02,4.977941717849328
2023-08-03,5.005587223064485
2023-08-04,5.005593991054586
2023-08-07,5.07480985833187
2023-08-08,4.997534000415259
2023-08-09,4.774526292270684
2023-08-10,4.760267864807285
2023-08-11,4.601609871626462
2023-08-14,4.897996951708539
2023-08-15,4.90920935741241
2023-08-16,4.856232555273256
2023-08-17,4.832083928805273
2023-08-18,4.825561172027485
2023-08-21,5.213386990003067
2023-08-22,5.085802743473746
2023-08-23,5.241590009393156
2023-08-24,5.23280935740542
2023-08-25,5.128527672172633
2023-08-28,5.214228814432231
2023-08-29,5.432057681928263
2023-08-30,5.48582552391287
2023-08-31,5.497261384811504
2023-09-01,5.4027691632930175
2023-09-05,5.416906155084208
2023-09-06,5.251924915829289
2023-09-07,5.160402927675781
2023-09-08,5.090901741957523
2023-09-11,5.072717988709328
2023-09-12,5.032250633080078
2023-09-13,5.095253855720731
2023-09-14,5.110145660223234
2023-09-15,4.93642505008667
2023-09-18,4.94156909179439
2023-09-19,4.8979703448438725
2023-09-20,4.759051942731113
2023-09-21,4.62695799223136
2023-09-22,4.681186288628822
2023-09-25,4.746978358174902
2023-09-26,4.707437316461179
2023-09-27,4.759866927372745
2023-09-28,4.827967482109127
2023-09-29,4.873431642879455
2023-10-02,5.0087109063947395
2023-10-03,4.874543658821647
2023-10-04,4.9405088331406395
2023-10-05,5.007902811195944
2023-10-06,5.121192850256035
2023-10-09,5.072841257496029
2023-10-10,5.128999981517145
2023-10-11,5.233569017433426
2023-10-12,5.246023648178242
2023-10-13,5.085663827561477
2023-10-16,5.152830356475401
2023-10-17,4.931455215378543
2023-10-18,4.742765352410773
2023-10-19,4.715054012939146
2023-10-20,4.632428907970987
2023-10-23,4.7946643025769005
2023-10-24,4.868202204817623
2023-10-25,4.670468417897738
2023-10-26,4.511396324430053
2023-10-27,4.531847730958074
2023-10-30,4.593581442352314
2023-10-31,4.558752827019075
2023-11-01,4.725068773814657
2023-11-02,4.861331816917397
2023-11-03,5.013843881776102
2023-11-06,5.092030596058777
2023-11-07,5.119676157179705
2023-11-08,5.18301440413663
2023-11-09,5.209935883822082
2023-11-10,5.360641516589551
2023-11-13,5.395246521071225
2023-11-14,5.516952899758582
2023-11-15,5.444792270524914
2023-11-16,5.499157281917314
2023-11-17,5.48155922912397
2023-11-20,5.597684268052114
2023-11-21,5.554075479995485
2023-11-22,5.42537524768157
2023-11-24,5.329243213922062
2023-11-27,5.376238111513874
2023-11-28,5.343827630351255
2023-11-29,5.372750604343526
2023-11-30,5.230971255404796
2023-12-01,5.231744874829469
2023-12-04,5.098166488213855
2023-12-05,5.214376256256033
2023-12-06,5.104340903627572
2023-12-07,5.22200776449309
2023-12-08,5.317813234012333
2023-12-11,5.221188431493008
2023-12-12,5.326008407542635
